code,description,name,prerequisites
LTTH 150,Research for the dissertation. Offered for repeated registration. Open only to PhD students who have advanced to candidacy.,Topics in Critical Theory,[]
LTTH 198,A critical and interpretive review of some of the major documents in criticism from the classical period to the present time. ,Directed Group Study,[]
LTTH 199,"A critical review of major contemporary theories of the nature of literature, its sociocultural function, and appropriate modes of evaluation. ",Special Studies,[]
"LTWL
				  4A-C-D-F-M","An overview of issues in modern critical theory as they pertain to writers. Will focus on issues of textuality, cultural forms, and aesthetics as they impact the process and meaning of writing. ",Film and Fiction in Twentieth-Century Societies,[]
"LTWL
				  19A-B-C","Similar to a 297, but a paper is required. Papers are usually on subjects not covered by seminar offerings. Up to two 298s may be applied toward the twelve-seminar requirement of the doctoral program. Repeatable for credit. ",Introduction to the Ancient Greeks and Romans,[]
LTWL 87,"A study of modern culture and of the way it is expressed and understood in novels, stories, and films. The sequence aims at an understanding of relationship between the narrative arts and society in the twentieth century, with the individual quarters treating fiction and film of the following language groups. 4A French,  4C Asian, 4D Italian, 4M multiple national literatures and film, 4F Spanish. ",Freshman Seminar,[]
LTWL 100,"An introductory study of ancient Greece and Rome, their literature, myth, philosophy, history, and art. ",Mythology,[]
LTWL 106,"The Freshman Seminar Program is designed to provide new students with the opportunity to explore an intellectual topic with a faculty member in a small seminar setting. Freshman Seminars are offered in all campus departments and undergraduate colleges, and topics vary from quarter to quarter. Enrollment is limited to fifteen to twenty students, with preference given to entering freshmen. ",The Classical Tradition,[]
LTWL 110B,"A study of various bodies of myth: their content, form, and meaning. May be repeated for credit as topics vary. ",Folk and Fairy Tales,[]
LTWL 111,Greek and Roman literature in translation. May be repeated for credit as topics vary. ,Medieval Studies,[]
LTWL 114,"A study of folk and fairy tales from various cultures, from the point of view of literary form, psychological meaning, and cultural function. May be repeated for credit as topics vary. ",Children’s Literature,[]
LTWL 116,"A lecture/discussion course designed to explore a variety of topics in medieval literatures and cultures. Topics may include a genre or combination of genres (e.g., drama, romance, lyric, allegory), or a central theme (e.g., the Crusades or courtly love). ",Adolescent Literature,[]
LTWL 120,A study of literature written for children in various cultures and periods. May be repeated for credit as topics vary. ,Popular Literature and Culture,[]
LTWL 123,A study of fiction written for the young adult in various cultures and periods. Consideration will be given to the young adult hero in fiction. May be repeated for credit as topics vary. ,Vampires in Literature,[]
LTWL 124,"A study of various popular forms—such as pop music, cult books, film, fashion, magazines, graphic arts—within a broader cultural context. Focus may be on a particular genre (e.g., best sellers) or era (e.g., the sixties). May be repeated for credit when topics vary. ",Science Fiction,[]
LTWL 128,"An exploration of the genre—past and present, in literature and the visual media—as a cultural response to scientific and technological change, as modern mythmaking, and as an enterprise serving a substantial fan subculture. May be repeated for credit when topics vary. ","Introduction
				  to Semiotics and Applications",[]
LTWL 129,"Semiotics, basically a theory of signification, describes the models and conceptual constructs through which meaning is grasped and produced. Background in the history of semiotics and its dominant models. ",Wisdom: The Literature of Authority,[]
LTWL 134,What is wisdom? Does wisdom refer to a specific type of discourse; a literary genre; a specific content that holds true transculturally and transtemporally? This class will consider these questions by reading literature from diverse times and places. ,Cinema and Islam,[]
LTWL 135,"This course examines histories and theories of cinema and Islam. It offers an overview on intersections between film and religious experience in various Muslim cultures, and how such experiences are ultimately grounded in shifting historical and social settings.",The Buddhist Imaginary,[]
LTWL 136,"An introduction to the imaginative universe of Indian Buddhism, with a focus on the connection between cosmological models and liberative practices. In this class we read Buddhist narrative and doctrinal literatures, supplemented by archaeological and art historical artifacts. ",Socially Engaged Buddhism,[]
LTWL 138,"This course explores the writings of Buddhists who actively engage with the problems of the world: social, environmental, economic, political. We will examine the historical development of engaged Buddhism in light of traditional Buddhist concepts of morality, interdependence, and liberation.",Critical Religion Studies,[]
LTWL 140,"Selected topics, texts, and problems in the study of religion. May be repeated for credit when content varies. 
                
                ",Novel and History in the Third World,[]
LTWL 143,"
Lecture/discussion course focusing on Arab literatures and cultures. It could offer study of any period of Arab cultures, from ante-Islam to the contemporary world. Topics may include themes (e.g., gender, social critique) or focus on specific genres or aesthetics (film, novel, realism). May be taken for credit three times as topics vary.",Arab Literatures and Cultures,[]
LTWL 144,This course examines the relationship between cinema and Islam. It looks at how Islam is represented through various cinematic genres and historical periods from 1920s to the present.,Islam and Cinema,[]
LTWL 145,One or two topics in the religious literatures of South Asia will be examined in depth. Repeatable for credit when topics vary.,South Asian Religious Literatures: Selected Topics,[]
LTWL 150,"Explores the various cross-cultural historical, philosophical, and aesthetic ideas which formed the basis of most twentieth-century literature. Literature from the Americas, Europe, Asia, and Africa will be studied through lectures and the reading of texts in English translation. Repeatable for credit when topics vary. ",Modernity and Literature,[]
LTWL 155,The study of the construction of sexual differences in literature and culture. May be repeated for credit when topics vary. ,Gender Studies,[]
LTWL 157,"Course sets out to explore the history and theory of Iranian films in the context of the country’s political, cultural, and religious settings since 1945. Students are expected to watch and discuss Iranian films, particularly the postrevolutionary films of Kiarostami and Mokhbalbaf.",Iranian Film,[]
LTWL 158A,Literary and sociohistorical considerations of the diverse writings that developed into the New Testament. Topics include Jewish origins of the “Jesus movement” within Greco-Roman culture; varying patterns of belief/practice among earliest communities; oral tradition and development of canon.,Topics in the New Testament,[]
LTWL 158B,"This course investigates the manner in which texts shape religious identities on the individual and communal level in sociohistorical and cultural contexts: various topics include portraits of Jesus, saints’ lives, death and afterlife, martyrdom, demonology, apocalypticism, Christianity, and empire.",				  Topics in Early Christian Texts and Cultures,[]
LTWL 158C,"A survey of the Christian texts that comprise the fatalities of the battles defining Christian canon (e.g., apocryphal acts, noncanonical gospels, and “Gnostic” texts). Considers the social communities, theological views, religious identities, and practices reflected in largely forgotten texts.",Topics in Other Christianities,[]
LTWL 159,"This course examines the role of Information Communication Technologies (ICTs) such as the internet, mobile, and satellite TV in the reshaping of the Middle East and North Africa. It will focus on how ICTs like the internet are changing culture, politics, and religion in the region and implication of such transformations. ","Digital Middle East: Culture, Politics, and Religion",[]
LTWL 160,"This course will explore the relationship between women and literature, i.e., women as producers of literature, as objects of literary discourse, and as readers. Foreign language texts will be read in translation. May be repeated for credit as topics vary. ",Women and Literature,[]
LTWL 165,"With primarily American (and a couple of English) readings, the course inquires into the relation of human and nonhuman nature. Topics include wilderness, animals, Native American thought, women in nature, description as a kind of writing, the spirituality of place.",Literature and the Environment,[]
LTWL 166,"Yiddish literature is much more than folk songs and jokes. We will read major American and European works by Nobel laureate I. B. Singer, his brother I. J. Singer, and his sister Esther Kreytman, Sholem Aleichem, Mendele, Chava Rozenfarb, and others. (In English translation.)",The Yiddish Novel,[]
LTWL 168,"This class investigates the link between desire and death in classical and modern Hindu thought. It considers the stories of Hindu deities, as well as the lives of contemporary South Asian men and women, in literature and film.",Death and Desire in India,[]
LTWL 169,"This class investigates yoga as a practice aimed at integrating the body, intellect, and spirit. It considers a range of sources and representations, from foundational works in classical Sanskrit through the sometimes kitschy, sometimes serious, spirituality of contemporary pop culture.","Yoga, Body, and Transformation",[]
LTWL 172,"Studies in specialized literary, philosophic, and artistic movements, approaches to literature, literary ideas, historical moments, etc. LTWL 172 and LTWL 172GS may be taken for credit for a combined total of three times.",Special Topics in Literature,[]
LTWL 176,"The course will center on writers or movements of international literary, cultural, or ideological significance. The texts studied, if foreign, may be read either in the original language or in English. May be repeated for credit as topics vary. ",Literature and Ideas,[]
LTWL 177,"A humanistic approach to the research field of healthy aging. Students learn to bring humanistic practices to the study of aging in the fields of neurobiology, biomedical engineering, neuroscience, and medical education.  ",Literature and Aging,[]
LTWL 180,The study of film history and its effects upon methods of styles in literary history. Repeatable for credit when topics vary. ,"Film
				  Studies and Literature: Film History",[]
LTWL 181,Study of analogies between literary movements and film movements. Repeatable for credit when topics vary. ,"Film
				  Studies and Literature: Film Movement",[]
LTWL 183,Methods of criticism of author’s work applied to the study and analysis of film director’s style and work. Repeatable for credit when topics vary. ,"Film
				  Studies and Literature: Director’s Work",[]
LTWL 184,"Methods of literary analysis applied to the study of shots, sequences, poetics, and deep structure in filmic discourse. Repeatable for credit when topics vary. ",Film Studies and Literature: Close Analysis of Filmic Text,[]
LTWL 191,"Explorations in critical theory and method. This course, designed to prepare students to write an honors thesis, is open only to literature majors invited into the department’s Honors Program. ",Honors Seminar,[]
LTWL 192,"The Senior Seminar Program is designed to allow senior undergraduates to meet with faculty members in a small group setting to explore an intellectual topic in literature (at the upper-division level). Senior Seminars may be offered in all campus departments. Topics will vary from quarter to quarter. Senior Seminars may be taken for credit up to four times, with a change in topic, and permission of the department. Enrollment is limited to twenty students, with preference given to seniors.  ** Consent of instructor to enroll possible  **","Senior
				  Seminar in Literatures of the World",[]
LTWL 194,"An advanced seminar open to all literature majors in their senior year. Required for those interested in the Honors Program. It offers an integrative experience by considering key facets of the discipline, including literary theory/historiography, knowledge of neighboring disciplines, and relevance of literature/culture studies in various professions outside of academia. ",Capstone Course for Literature Majors,[]
LTWL 194A,Honors practicum for those students in the literature department Honors Program. This is a one-unit course for which students in the Honors Program will present their work as part of organized panels at an Honors Program conference (within the department). Students will receive a P/NP grade for LTWL 194A for completing the presentation. ,Honors Practicum,[]
LTWL 196,Senior thesis research and writing for students who have been accepted for the Literature Honors Program and who have completed LTWL 191. Oral exam. ,Honors Thesis,[]
LTWL 198,"Research seminars and research, under the direction of faculty member. ",Directed Group Study,[]
LTWL 199,Tutorial; individual guided reading in areas of literature (in translation) not normally covered in courses. May be repeated for credit three times. (P/NP grades only.)  ** Upper-division standing required ** ,Special Studies,[]
LTWR 8A, ,Writing Fiction,[]
LTWR 8B,"Study of fiction in both theory and practice. Narrative technique studied in terms of subjectivity and atmosphere, description, dialogue, and the editing process will be introduced through readings from the history of the novel and short story. Students are required to attend at least three New Writing Series readings during the quarter. ",Writing Poetry,"['CAT 2', 'DOC 2', 'HUM 1']"
LTWR 8C,"Study and practice of poetry as artistic and communal expression. Techniques of composition (traditional forms, avant garde techniques, dramatic monologue, performance poetry, and new genre) studied through written and spoken examples of poetry. Students are required to attend at least three New Writing Series readings during the quarter. ",Writing Nonfiction,"['CAT 2', 'DOC 2', 'HUM 1']"
LTWR 100,"Study of nonfictional prose in terms of genre and craft. Techniques of composition (journalism, essay, letters, reviews) will be studied through written examples of the genre. ",Short Fiction Workshop,"['CAT 2', 'DOC 2', 'HUM 1']"
LTWR 101,"A workshop for students with some experience and special interest in writing fiction. This workshop is designed to encourage regular writing in the short forms of prose fiction and to permit students to experiment with various forms. There will be discussion of student work, together with analysis and discussion of representative examples of short fiction from the present and previous ages. May be taken for credit three times. Restricted to major/minor code LT34 during first pass of registration. All other students may register during second pass of registration with the approval of the department.  ** Department approval required ** ",Writing Fiction in Spanish,[]
LTWR 102,"A workshop for students with some experience and special interest in writing poetry. This workshop is designed to encourage regular writing of poetry. There will be discussion of student work, together with analysis and discussion of representative examples of poetry from the present and previous ages. May be taken for credit three times. Restricted to major/minor code LT34 during first pass of registration. All other students may register during second pass of registration with the approval of the department.  ** Department approval required ** ",Poetry Workshop,[]
LTWR 103,"This workshop includes instruction on using software and writing basic computer code to allow students to create innovative web-based works that experiment with poetic form, draw on rich media resources, and provide more accessibility and interactivity for public audiences. May be taken up to three times for credit. Restricted to major/minor code LT34 during first pass of registration. All other students may register during second pass of registration with the approval of the department.  ** Department approval required ** ",Digital Poetics Workshop,[]
LTWR 104A,"A two-quarter workshop for fiction writers ready to explore a longer form and committed to developing a single piece over the course of two consecutive quarters. In addition to analyzing student work, we will read and discuss a wide range of published novellas. Two-quarter sequence; students must complete LTWR 104A and LTWR 104B in order to receive final grade in both courses. Restricted to major/minor code LT34 during first pass of registration. All other students may register during second pass of registration with the approval of the department.  ** Department approval required ** ",The Novella I,[]
LTWR 104B,"A continuation of LTWR 104A in which fiction writers complete the novella manuscripts they began during the previous quarter. Each student will produce a novella of at least fifty revised pages by the end of the quarter. We will continue to read and discuss published novellas with a particular emphasis on narrative strategy, structure, and revision. Two-quarter sequence; students must complete LTWR 104A and LTWR 104B in order to receive final grade in both courses. Restricted to major/minor code LT34 during first pass of registration. All other students may register during second pass of registration with the approval of the department.   ** Department approval required ** ",The Novella II,[]
LTWR 106,"In this workshop, students will practice skills of narration, characterization, and style with particular attention to the demands of nonrealistic genres, especially the challenge of suspending disbelief in fictional environments that defy conventional logic. Readings and lectures will accompany writing exercises. May be taken for credit three times. Restricted to major/minor code LT34 during first pass of registration. All other students may register during second pass of registration with the approval of the department.  ** Department approval required ** ","Science Fiction, Fantasy, and Irrealism Workshop",[]
LTWR 110,"A workshop designed to encourage writing of original screenplays and adaptations. There will be discussion of study work, together with analysis of discussion of representative examples of screen writing. May be taken up to three times for credit. Restricted to major/minor code LT34 during first pass of registration. All other students may register during second pass of registration with the approval of the department. ** Department approval required ** ",Screen Writing,[]
LTWR 113,"This course is an introduction to modes of writing from other cultural systems vastly different from the cultural-aesthetic assumptions of Anglo American writing. While disclosing the limitations of the English language, this course attempts to provide new language strategies for students. May be taken for credit three times. Restricted to major/minor code LT34 during first pass of registration. All other students may register during second pass of registration with the approval of the department.  ** Department approval required ** ",Intercultural Writing Workshop,[]
LTWR 114,"From illuminated manuscripts to digital literature, from alphabets to concrete poems, from artists’ books to comics, this course explores the histories and techniques of combinatory image/word literary arts. The course may emphasize specific movements or genres. May be taken for credit three times. Restricted to major/minor code LT34 during first pass of registration. All other students may register during second pass of registration with the approval of the department.  ** Department approval required ** ",Graphic Texts Workshop,[]
LTWR 115,"This workshop explores writing for which the traditional generic distinctions of prose/poetry, fiction/documentary, narrative/discourse do not apply. Students taking this course will be asked to challenge the boundaries of literature to discover new forms and modes of expression. May be taken for credit three times. Restricted to major/minor code LT34 during first pass of registration. All other students may register during second pass of registration with the approval of the department.  ** Department approval required ** ",Experimental Writing Workshop,[]
LTWR 119,"A workshop and survey of experimental approaches to the writing and production of performance works in a range of literary genres. Emphasis will be placed on the integration of written texts with nonverbal elements from the visual arts, theatre, and music. May be taken up to three times for credit. Restricted to major/minor code LT34 during first pass of registration. All other students may register during second pass of registration with the approval of the department.  ** Department approval required ** ",Writing for Performance Worksho,[]
LTWR 120,"A workshop designed to encourage regular writing of all forms of personal experience narrative, including journals, autobiography, firsthand biography, and firsthand chronicle. Instructor and students will discuss student work as well as published personal narratives. May be taken for credit three times. Restricted to major/minor code LT34 during first pass of registration. All other students may register during second pass of registration with the approval of the department.  ** Department approval required ** ",Personal Narrative Workshop,[]
LTWR 121,"Workshop focusing on the review, the op-ed piece, the column, the blurb, the profile, the interview, and “content-providing” for websites. We’ll examine current examples of media writing; students will produce a body of work and critique one another’s productions. May be taken for credit three times. Restricted to major/minor code LT34 during first pass of registration. All other students may register during second pass of registration with the approval of the department.  ** Department approval required ** ",Media Writing Workshop,[]
LTWR 122,"A workshop in writing about science for the public. Students will study and then construct metaphors or analogues that introduce readers to scientific perplexities. Completion of LTWR 8A, 8B, or 8C highly recommended. May be repeated for credit three times. Restricted to major/minor code LT34 during first pass of registration. All other students may register during second pass of registration with the approval of the department. ** Department approval required ** ",Writing for the Sciences Workshop,[]
 LTWR 124,"A writing, reading, and critical-thinking workshop designed to produce nonfiction pieces that fall outside the limits of the essay form. Included are travel narratives, memoir, and information-based writing that transform their own materials into compelling literature. May be repeated for credit three times. Restricted to major/minor code LT34 during first pass of registration. All other students may register during second pass of registration with the approval of the department.   ** Department approval required ** ",Translation of Literary Texts Workshop,[]
LTWR 126,Workshop designed to critique and engage the means of distributing literature within culture. Publishing from “zine” through mainstream publication; web publishings; readings and “slams”; publicity and funding; colloquia with writers; politics and literature; and the uses of performance and media. May be taken for credit three times. Restricted to major/minor code LT34 during first pass of registration. All other students may register during second pass of registration with the approval of the department.  ** Department approval required ** ,Creative Nonfiction Workshop,[]
LTWR 129,A review of the history of the development of alphabets and writing systems. Survey of the rise of literacy since the fifteenth century and analysis of continuing literacy problems in developed and developing countries. Restricted to major/minor code LT34 during first pass of registration. All other students may register during second pass of registration with the approval of the department. ** Department approval required ** ,Distributing Literature Workshop,[]
LTWR 140,A close look at sentence-level features of written discourse–stylistics and sentence grammars. Students will review recent research on these topics and experiment in their own writing with various stylistic and syntactic options. Restricted to major/minor code LT34 during first pass of registration. All other students may register during second pass of registration with the approval of the department.  ** Department approval required ** ,History of Writing,[]
LTWR 143,Wide reading in current theory and practice of teaching writing in schools and colleges. Careful attention to various models of classroom writing instruction and to different approaches in the individual conference. Students in this course may observe instruction in the UC San Diego college writing programs or tutor freshman students in those programs. Restricted to major/minor code LT34 during first pass of registration. All other students may register during second pass of registration with the approval of the department.  ** Department approval required ** ,Stylistics and Grammar,[]
LTWR 144,"Hybrid workshop offering writing students a working knowledge of literary theory while exposing literature students to practical techniques from poetry, fiction, and nonfiction to refresh their writing of theoretical nonfiction texts. Discussion of student work and published work.Restricted to major/minor code LT34 during first pass of registration. All other students may register during second pass of registration with the approval of the department.  ** Department approval required ** ",The Teaching of Writing,[]
LTWR 148,"An advanced seminar open to all writing majors in their senior year. Required for those interested in the Honors Program. It offers an integrative experience by considering key facets of the discipline and profession, including relationships between aesthetics/culture and politics, genre writing, craft/technique, literary theories/theories of writing, and distribution/publication. Restricted to major code LT34 or consent of the instructor and department.  ** Consent of instructor to enroll possible  **",Theory for Writers/Writing for Theory,[]
LTWR 194,Undergraduate instruction assistance. A student will 1) assist TA in editing students’ writing for LTWR 8A-B-C during class and outside of class; and 2) prepare a paper and report for the professor at the end of the quarter. May be taken for credit up to two times. ,Capstone Course for Writing Majors,[]
LTWR 195,Senior thesis research and writing for students who have been accepted for the Literature Honors Program. ,Apprentice Teaching,[]
LTWR 196,Directed group study in areas of writing not normally covered in courses. (P/NP grades only.) Repeatable for credit when areas of study vary. ,Honors Thesis,[]
LTWR 198,Tutorial; individual guidance in areas of writing not normally covered in courses. (P/NP grades only.) May be taken for credit three times.  ** Upper-division standing required ** ,Directed Group Study,[]
LTWR 199,"This seminar will be organized around any of various topic areas relating to writing (fiction, poetry, cross-genre, theory). Topics might focus on a genre (film, popular novel, theatre) or on the transformations of a theme or metaphor (nation, femininity, the uncanny). S/U grades only. May be taken for credit three times as content varies. ",Special Studies,[]
ECON 1,"Introduction to the study of the economic system. Course will introduce the standard economic models used to examine how individuals and firms make decisions in perfectly competitive markets, and how these decisions affect supply and demand in output markets.",Principles of Microeconomics,[]
ECON 2,"Analysis of monopoly and imperfectly competitive markets, market imperfections and the role of government. 
					",Market Imperfections and Policy,['ECON 1']
ECON 3,"Introductory macroeconomics: unemployment, inflation, business cycles, monetary and fiscal policy.  ",Principles of Macroeconomics,['ECON 1']
ECON 4,"(Cross-listed with MGT 4.) Recording, organizing, and communicating financial information relating to business entities. Credit not allowed for both ECON 4 and MGT 4. ",Financial Accounting,[]
ECON 5,"(Cross-listed with POLI 5D.) Introduction to probability and analysis for understanding data in the social world. Students engage in hands-on learning with applied social science problems. Basics of probability, visual display of data, data collection and management, hypothesis testing, and computation. Students may receive credit for only one of the following courses: ECON 5, POLI 5, or POLI 5D.",Data Analytics for the Social Sciences,[]
ECON 87,"The Freshman Seminar Program is designed to
				  provide new students with the opportunity to explore an intellectual
				  topic with a faculty member in a small seminar setting. Freshman Seminars are offered in all campus departments and undergraduate
				  colleges, and topics vary from quarter to quarter. Enrollment
				  is limited to fifteen to twenty students, with preference given
				  to entering freshmen. May be repeated when course topics vary.
				  (P/NP grades only.) ",Freshman Seminar,[]
ECON 100A,"Economic analysis of household determination of the demand for goods and services, consumption/saving decisions, and the supply of labor. ",Microeconomics A,"['ECON 1', 'MATH 10C']"
ECON 100B,"Analysis of firms’ production and costs, the supply of output and demand factors of production. Analysis of perfectly competitive markets. ",Microeconomics B,['ECON 100A']
ECON 100C,"Analysis of the effects of imperfect market structure, strategy, and imperfect information. ",Microeconomics C,['ECON 100B']
ECON 100AH,Honors sequence expanding on the material taught in ECON 100A. Major GPA of 3.5 or better required. May be taken concurrently with ECON 100A or after successful completion of ECON 100A with A– or better or consent of instructor. Priority enrollment given to majors in the department.  ** Consent of instructor to enroll possible  ** ** Department approval required ** ,Honors Microeconomics A,[]
ECON 100BH,Honors sequence expanding on the material taught in ECON 100B. Major GPA of 3.5 or better required. May be taken concurrently with ECON 100B or after successful completion of ECON 100B with A– or better or consent of instructor. Priority enrollment given to majors in the department.  ** Consent of instructor to enroll possible  ** ** Department approval required ** ,Honors Microeconomics B,[]
ECON 100CH,Honors sequence expanding on the material taught in ECON 100C. Major GPA of 3.5 or better required. May be taken concurrently with ECON 100C or after successful completion of ECON 100C with A– or better or consent of instructor. Priority enrollment given to majors in the department.  ** Consent of instructor to enroll possible  ** ** Department approval required ** ,Honors Microeconomics C,[]
ECON 101,"Examines theories of international trade in goods and services and relates the insights to empirical evidence. Explains international trade at the level of industries and firms and analyzes the consequences of trade for resource allocation, welfare, and the income distribution. Discusses sources of comparative advantage, motives for trade policies, and the effects of trade barriers and trading blocs on welfare and incomes. ",International Trade,['ECON 100B']
ECON 102,"Presents theories of global economic integration, grounded in the principle of comparative advantage. Investigates patterns of trade when trade is balanced and capital flows when trade is not balanced. Assesses the consequences of global economic integration and economic policies for industry location, incomes, welfare and economic growth, and studies goods, services and sovereign debt markets. ",Globalization,"['ECON 1', 'MATH 20C']"
ECON 102T,"This course presents a selection of empirical applications and advanced topics that build on the material covered in ECON 102, Globalization. Students have the opportunity to analyze global trade and capital market data and to prepare a presentation and brief paper on a specific topic.  ** Department approval required ** ",Advanced Topic in Globalization,[]
ECON 103,Analyzes exchange rates and the current account. Relates their joint determination to financial markets and the real-side macroeconomy using international macroeconomic models and presents empirical regularities. Discusses macroeconomic policies under different exchange rate regimes and implications for financial stability and current account sustainability. ,International Monetary Relations,['ECON 102']
ECON 105,"Theory of monopoly and oligopoly pricing, price discrimination, durable goods pricing, cartel behavior, price wars, strategic entry barriers, mergers, pro- and anticompetitive restraints on business. ",Industrial Organization and Firm Strategy,['ECON 100C']
ECON 106,"Examines reasons for international economic agreements, their design, the strategic interactions that determine how the agreements are implemented and sustained, and consequences for global welfare and inequality. Draws on international economics, game theory, law and economics, and political economy to understand international economic agreements. These tools are used to understand multilateral trade and investment agreements, such as NAFTA, and international organizations, such as the WTO. ",International Economic Agreements,['ECON 100B']
ECON 107,"Detailed treatment of antitrust policy: Sherman Act, price fixing, collusive practices, predatory pricing, price discrimination, double marginalization, exclusive territories, resale price maintenance, refusal to deal, and foreclosure. Theory of regulation and regulatory experience in electrical utilities, oil, telecommunications, broadcasting, etc. ",Economic Regulation and Antitrust Policy,['ECON 2']
ECON 109,"Introduction to game theory. Analysis of people’s decisions when the consequences of the decisions depend on what other people do. This course features applications in economics, political science, and law. ",Game Theory,"['ECON 100C', 'MATH 31CH', 'MATH 109', 'MATH 20']"
ECON 109T,This course presents a selection of applications and advanced topics that build on the material covered in the ECON 109. Game Theory course.  ** Department approval required ** ,Advanced Topics in Game Theory,[]
ECON 110A,"Analysis of the determination of long run growth and models of the determination of output, interest rates, and the price level. Analysis of inflation, unemployment, and monetary and fiscal policy. ",Macroeconomics A,"['ECON 1', 'ECON 3', 'MATH 10C']"
ECON 110B,"Analysis of the determination of consumption spending at the aggregate level; extension of the basic macro model to include exchange rates and international trade; the aggregate money supply, and the business cycle. ",Macroeconomics B,['ECON 110A']
ECON 110AH,Honors sequence expanding on the material taught in ECON 110A. Major GPA of 3.5 or better required. May be taken concurrently with ECON 110A or after successful completion of ECON 110A with A–or better or consent of instructor. Priority enrollment given to majors in the department.  ** Consent of instructor to enroll possible  ** ** Department approval required ** ,Honors Macroeconomics A,[]
ECON 110BH,Honors sequence expanding on the material taught in ECON 110B. Major GPA of 3.5 or better required. May be taken concurrently with ECON 110B or after successful completion of ECON 110B with A– or better or consent of instructor. Priority enrollment given to majors in the department.  ** Consent of instructor to enroll possible  ** ** Department approval required ** ,Honors Macroeconomics B,[]
ECON 111,Financial structure of the US economy. Bank behavior. Monetary control. ,Monetary Economics,['ECON 110B']
ECON 112,"Examines time series methods for data analysis with an emphasis on macroeconomic applications. Students are provided with an overview of fundamental time series techniques, hands-on experience in applying them to real-world macroeconomic data, and expertise in performing empirical tests of policy-relevant macroeconomic theories, such as the permanent income hypothesis, the Keynesian fiscal multiplier, and the Phillips curve. ",Macroeconomic Data Analysis,"['ECON 110B', 'ECON 120B', 'MATH 181B']"
ECON 113,Mathematical concepts and techniques used in advanced economic analysis; applications to selected aspects of economic theory.  ,Mathematical Economics,"['ECON 100C', 'MATH 140A', 'MATH 142A']"
ECON 116,"Introduction to the economics of less developed countries, covering their international trade, human resources, urbanization, agriculture, income distribution, political economy, and environment. ",Economic Development,['ECON 2']
ECON 117,Topics will include long-run economic growth and cross-country income differences; Malthusian dynamics and the transition to modern growth; measured income vs welfare; development accounting; the Solow Growth Model; human capital; misallocation and total-factor productivity; firm management practices; technology adoption; agricultural productivity gaps; rural-urban migration; structural transformation; innovation and endogenous growth. ,Economic Growth,['ECON 100A']
ECON 118,"Uses economic theory to evaluate the economic effects of US law in several legal fields, including tort law (accidents), products liability law, property law, criminal law (law enforcement), and litigation. Also considers risk bearing and why people buy insurance. ","Law and
		  Economics: Torts, Property, and Crime",['ECON 2']
ECON 119,"This course asks how firms are organized and why the corporate form dominates, how corporations are governed and the distortions that result, when firms borrow and how they deal with financial distress and bankruptcy. The course will present basic legal doctrines in corporate law, contract law, debtor-creditor law, and bankruptcy, and use economic models to analyze whether and when these doctrines promote economically efficient behavior.  ","Law and Economics: Contracts and Corporations
				 ","['ECON 2', 'MATH 10A']"
ECON 120A,"Probability and statistics used in economics. Probability and sampling theory, statistical inference, and use of spreadsheets. Credit not allowed for ECON 120A after ECE 109, MAE 108, MATH 180A, MATH 183, or MATH 186.  ",Econometrics A,['ECON 1']
ECON 120B,"Basic econometric methods, including the linear regression, hypothesis testing, quantifying uncertainty using confidence intervals, and distinguishing correlation from causality. Credit not allowed for both ECON 120B after MATH 181B. ",Econometrics B,"['ECON 120A', 'ECE 109', 'MAE 108', 'MATH 180A', 'MATH 183', 'MATH 186']"
ECON 120C,"Advanced econometric methods: estimation of linear regression models with endogeneity, economic methods designed for panel data sets, estimation of discrete choice models, time series analysis, and estimation in the presence of autocorrelated and heteroskedastic errors. ",Econometrics C,"['ECON 120B', 'MATH 181B']"
ECON 120AH,Honors sequence expanding on the material taught in ECON 120A. Major GPA of 3.5 or better required. May be taken concurrently with ECON 120A or after successful completion of ECON 120A with A– or better or consent of instructor. Priority enrollment given to majors in the department.  ** Consent of instructor to enroll possible  ** ** Department approval required ** ,Honors Econometrics A,[]
ECON 120BH,Honors sequence expanding on the material taught in ECON 120B. Major GPA of 3.5 or better required. May be taken concurrently with ECON 120B or after successful completion of ECON 120B with A– or better or consent of instructor. Priority enrollment given to majors in the department.  ** Consent of instructor to enroll possible  ** ** Department approval required ** ,Honors Econometrics B,[]
ECON 120CH,Honors sequence expanding on the material taught in ECON 120C. Major GPA of 3.5 or better required. May be taken concurrently with ECON 120C or after successful completion of ECON 120C with A– or better or consent of instructor. Priority enrollment given to majors in the department.  ** Consent of instructor to enroll possible  ** ** Department approval required ** ,Honors Econometrics C,[]
ECON 121,"Theoretically develops extensions to the standard econometric toolbox, studies their application in scientific research, and applies them to data. Emphasis is on using techniques, and on understanding and critically assessing others’ use of them. Requires practical work on the computer using a range of data from around the world. Topics include advanced regression analysis, limited dependent variables, nonparametric methods, and new methods for causal inference. ",Applied Econometrics and Data Analysis ,['ECON 120C']
ECON 122,"Detailed study of the small sample and asymptotic properties of estimators commonly used in applied econometric work: multiple linear regression, instrumental variables, generalized method of moments, and maximum likelihood. Econometric computation using Matlab. Recommended preparation: ECON 120C. ",Econometric Theory,"['ECON 120B', 'MATH 181B', 'MATH 18', 'MATH 31AH']"
